"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A005442","5020","8","20160117","P",3,0,3700,2035,249.75,1914.75,55,2,2
"A005443","5081","2","20201020","P",11,0,2500,1425,161.25,1236.25,57,2,2
"A005444","5193","2","20180828","P",3,0,2400,1176,0,1224,49,1,1
"A005445","5051","8","20160622","P",2,0,600,276,0,324,46,1,1
"A005446","5001","7","20220218","P",4,0,6950,3544.5,0,3405.5,51,3,3
"A005447","5392","2","20170403","P",6,0,3350,1641.5,0,1708.5,49,4,4
"A005448","0011","3","20190712","P",19,0,7290,4009.5,492.1,3772.6,55,12,12
"A005449","5523","5","20200408","P",2,0,4600,2024,0,2576,44,1,1
"A005450","0011","3","20210408","P",25,0,5510,3030.5,371.93,2851.43,55,13,13
"A005451","5061","8","20220302","P",3,0,3660,1793.4,0,1866.6,49,2,2
"A005452","0011","3","20190716","P",33,0,9410,5175.5,635.19,4869.69,55,23,23
"A005453","5124","SIN_VEND","20160824","P",51,0,10250,5227.5,0,5022.5,51,7,7
"A005454","5018","7","20221217","P",1,0,600,294,0,306,49,1,1
"A005455","5001","7","20181116","P",6,0,300,153,0,147,51,1,1
"A005456","5080","2","20141003","P",10,0,1200,552,0,648,46,2,2
"A005457","5001","7","20160320","P",1,0,2200,1122,0,1078,51,1,1
"A005458","5195","7","20210718","P",4,0,4400,2156,0,2244,49,2,2
"A005459","0011","3","20180208","P",55,0,8630,4746.5,582.53,4466.03,55,19,19
"A005460","5063","8","20200514","P",2,0,640,294.4,0,345.6,46,1,1
"A005461","0011","3","20200205","P",5,0,3600,1620,297,2277,45,4,4
"A005462","5086","8","20180723","P",1,0,350,171.5,0,178.5,49,1,1
"A005463","5210","8","20160110","P",3,0,1200,588,0,612,49,2,2
"A005464","5661","1","20141212","P",1,0,1000,550,67.5,517.5,55,1,1
"A005476","5210","8","20221104","P",1,0,2100,1029,0,1071,49,1,1
"A005479","5075","8","20170316","P",7,0,5710,3140.5,385.43,2954.93,55,7,7
"A005481","5333","4","20160627","P",6,0,1240,644.8,89.28,684.48,52,5,5
"A005483","5308","4","20191102","P",2,0,2000,1000,150,1150,50,2,2
"A005486","5855","9","20140402","P",1,0,1000,550,67.5,517.5,55,1,1
"A005487","0121","3","20171228","P",2,0,830,373.5,68.48,524.98,45,2,2
"A005488","5285","4","20210625","P",2,0,5600,3192,361.2,2769.2,57,1,1
"A005490","0114","3","20200421","P",1,0,2000,1140,129,989,57,1,1
"A005491","0018","3","20180107","P",2,0,1900,1045,128.25,983.25,55,2,2
"A005492","0082","3","20190620","P",1,0,300,150,22.5,172.5,50,1,1
"A005493","0007","3","20160322","P",1,0,320,160,24,184,50,1,1
"A005494","0053","0","20161008","P",3,0,10200,5814,657.9,5043.9,57,3,3
"A005495","0082","3","20150220","P",3,0,900,450,67.5,517.5,50,1,1
"A005500","0053","0","20201228","P",2,0,1200,684,77.4,593.4,57,1,1
"A005502","5178","1","20221118","P",6,0,2050,1025,153.75,1178.75,50,2,2
"A005503","5708","5","20190722","P",1,0,1000,450,82.5,632.5,45,1,1
"A005504","5173","8","20190424","P",3,0,580,301.6,41.76,320.16,52,2,2
"A005507","5031","8","20220209","P",1,0,300,165,20.25,155.25,55,1,1
"A005508","5603","4","20211230","P",7,0,6550,3602.5,442.13,3389.63,55,5,5
"A005511","5064","8","20171125","P",4,0,880,431.2,0,448.8,49,2,2
"A005512","5082","2","20180325","P",4,0,2180,1068.2,0,1111.8,49,4,4
"A005526","5214","4","20180630","P",4,0,2230,1092.7,0,1137.3,49,3,3
"A005527","5061","8","20160226","P",3,0,1200,588,0,612,49,2,2
"A005530","5225","8","20221210","P",1,0,450,247.5,30.38,232.88,55,1,1
"A005531","5134","1","20160306","P",4,0,3800,1976,273.6,2097.6,52,3,3
"A005532","5130","1","20140112","P",22,0,32000,17600,2160,16560,55,15,15
"A005535","5223","1","20141008","P",6,0,7450,4246.5,480.53,3684.03,57,6,6
"A005536","5223","1","20170915","P",11,0,6050,3448.5,390.23,2991.73,57,2,2
"A005537","5223","1","20160226","P",4,0,4400,2508,283.8,2175.8,57,3,3
"A005539","5039","7","20140216","P",1,0,1600,800,120,920,50,1,1
"A005540","5034","8","20200101","P",2,0,1700,935,114.75,879.75,55,2,2
"A005541","5044","2","20200615","P",7,0,5100,2805,344.25,2639.25,55,3,3
"A005542","5057","2","20151031","P",1,0,180,99,12.15,93.15,55,1,1
"A005543","5036","2","20221214","P",2,0,280,154,18.9,144.9,55,2,2
"A005544","5119","7","20220718","P",1,0,1000,490,0,510,49,1,1
"A005548","5017","9","20161203","P",1,0,180,81,14.85,113.85,45,1,1
"A005550","5537","6","20161105","P",1,0,260,130,19.5,149.5,50,1,1
"A005551","5509","1","20200301","P",1,0,350,192.5,23.63,181.13,55,1,1
"A005552","5325","1","20151026","P",1,0,550,275,41.25,316.25,50,1,1
"A005553","5237","1","20190911","P",1,0,320,176,21.6,165.6,55,1,1
"A005554","5262","1","20201215","P",1,0,1100,605,74.25,569.25,55,1,1
"A005555","5252","8","20150615","P",1,0,1200,624,86.4,662.4,52,1,1
"A005556","5780","1","20200327","P",2,0,5100,2703,359.55,2756.55,53,2,2
"A005557","5537","6","20200622","P",1,0,1600,800,120,920,50,1,1
"A005560","5669","6","20150318","P",3,0,630,302.4,49.14,376.74,48,2,2
"A005561","5176","8","20141030","P",1,0,450,247.5,30.38,232.88,55,1,1
"A005562","5124","1","20170224","P",5,0,1250,637.5,0,612.5,51,1,1
"A005570","5040","7","20181103","P",1,0,1300,650,97.5,747.5,50,1,1
"A005571","5194","5","20170203","P",10,0,1200,600,90,690,50,2,2
"A005578","5036","2","20150308","P",2,0,280,154,18.9,144.9,55,2,2
"A005579","0008","3","20220105","P",30,0,3500,1925,236.26,1811.26,55,4,4
"A005582","5018","7","20140825","P",9,0,5400,2970,364.5,2794.5,55,6,6
"A005583","5050","7","20180718","P",4,0,2200,1144,158.4,1214.4,52,3,3
"A005584","5364","8","20180530","P",1,0,600,294,0,306,49,1,1
"A005586","5018","7","20160129","P",1,0,1500,825,101.25,776.25,55,1,1
"A005587","5020","8","20170712","P",2,0,3200,1760,216,1656,55,1,1
"A005588","5034","8","20170830","P",1,0,3800,2090,256.5,1966.5,55,1,1
"A005589","5075","8","20221021","P",2,0,1590,874.5,107.33,822.83,55,2,2
"A005590","5422","4","20171209","P",1,0,350,175,26.25,201.25,50,1,1
"A005591","5001","7","20180205","P",1,0,300,153,0,147,51,1,1
"A005592","5661","1","20150410","P",8,0,7950,4372.5,536.63,4114.13,55,3,3
"A005593","5080","2","20141026","P",1,0,2000,920,0,1080,46,1,1
"A005594","5392","2","20151016","P",9,0,5400,2970,364.5,2794.5,55,2,2
"A005595","5827","2","20151129","P",2,0,800,392,0,408,49,2,2
"A005596","5112","1","20140914","P",1,0,700,385,47.25,362.25,55,1,1
"A005599","5922","4","20220923","P",3,0,3350,1608,261.3,2003.3,48,3,3
"A005601","5698","6","20200818","P",1,0,900,450,67.5,517.5,50,1,1
"A005602","5081","2","20180724","P",1,0,1500,855,96.75,741.75,57,1,1
"A005603","5698","6","20211027","P",1,0,900,450,67.5,517.5,50,1,1
"A005604","5187","7","20180916","P",4,0,3160,1580,237,1817,50,3,3
"A005605","5245","7","20191120","P",2,0,785,447.45,50.63,388.18,57,2,2
"A005606","5892","9","20211214","P",1,0,550,247.5,45.38,347.88,45,1,1
"A005607","5070","1","20190502","P",13,0,5500,3025,371.26,2846.26,55,3,3
"A005608","5219","1","20141218","P",3,0,2180,1090,163.5,1253.5,50,2,2
"A005609","5219","1","20161213","P",5,0,3210,1605,240.75,1845.75,50,4,4
"A005610","5218","8","20171026","P",5,0,3250,1885,204.75,1569.75,58,1,1
"A005611","5760","8","20201224","P",1,0,700,385,47.25,362.25,55,1,1
"A005612","5285","4","20160422","P",10,0,3100,1767,199.95,1532.95,57,1,1
"A005613","0034","3","20221030","P",2,0,1100,495,90.75,695.75,45,2,2
"A005614","0018","3","20181104","P",1,0,1000,550,67.5,517.5,55,1,1
"A005615","0106","3","20171223","P",3,0,1220,610,91.5,701.5,50,3,3
"A005616","0018","3","20140811","P",2,0,2400,1320,162,1242,55,2,2
"A005617","0034","3","20190503","P",5,0,2520,1134,207.91,1593.91,45,5,5
"A005618","0007","3","20170209","P",1,0,250,125,18.75,143.75,50,1,1
"A005619","0018","3","20200704","P",1,0,450,247.5,30.38,232.88,55,1,1
"A005620","0129","10","20190623","P",2,0,160,80,12,92,50,2,2
"A005621","0105","3","20160722","P",1,0,900,405,74.25,569.25,45,1,1
"A005622","0002","3","20200619","P",1,0,1200,612,0,588,51,1,1
"A005623","0002","3","20150630","P",3,0,3000,1530,0,1470,51,1,1
"A005624","5001","7","20201026","P",4,0,1820,928.2,0,891.8,51,2,2
"A005631","5409","8","20171228","P",3,0,1180,649,79.66,610.66,55,3,3
"A005640","5841","7","20160309","P",26,0,15780,8679,1065.15,8166.15,55,11,11
"A005641","5387","4","20150910","P",1,0,350,175,26.25,201.25,50,1,1
"A005642","5014","7","20220916","P",2,0,1200,624,86.4,662.4,52,1,2
"A005643","5781","7","20220127","P",8,0,3520,1689.6,274.56,2104.96,48,4,4
"A005644","5099","7","20140531","P",10,0,7500,3750,562.5,4312.5,50,5,5
"A005645","5735","7","20201008","P",1,0,600,288,46.8,358.8,48,1,1
"A005646","5159","7","20221221","P",22,0,11740,6457,792.45,6075.45,55,7,7
"A005649","5226","7","20170204","P",2,0,2700,1323,0,1377,49,2,2
"A005650","5885","4","20201217","P",3,0,900,495,60.75,465.75,55,1,1
"A005651","5124","1","20180304","P",28,0,17800,9078,0,8722,51,6,6
"A005658","0093","3","20210120","P",3,0,1450,638,0,812,44,2,2
"A005661","0018","3","20140316","P",1,0,2200,1210,148.5,1138.5,55,1,1
"A005662","0106","3","20140807","P",2,0,950,427.5,78.38,600.88,45,2,2
"A005663","5409","8","20190722","P",1,0,2300,1265,155.25,1190.25,55,1,1
"A005664","0018","3","20190620","P",4,0,1350,742.5,91.13,698.63,55,2,2
"A005665","0034","3","20160420","P",3,0,6400,2880,528,4048,45,3,3
"A005666","5245","7","20200619","P",13,0,10210,5819.7,658.56,5048.86,57,8,8
"A005667","5143","1","20221227","P",4,0,760,380,57,437,50,4,4
"A005668","5396","4","20150504","P",1,0,800,400,60,460,50,1,1
"A005669","5062","7","20210330","P",9,0,10200,5610,688.5,5278.5,55,2,2
"A005670","0106","3","20151024","P",2,0,1010,454.5,83.33,638.83,45,2,2
"A005671","0106","3","20201027","P",11,0,6900,3450,517.5,3967.5,50,4,4
"A005672","5861","6","20201010","P",1,0,250,125,18.75,143.75,50,1,1
"A005673","5453","1","20181001","P",3,0,5400,2970,364.5,2794.5,55,1,1
"A005674","5135","1","20170802","P",1,0,150,82.5,10.13,77.63,55,1,1
"A005675","5134","1","20220407","P",1,0,2200,1144,158.4,1214.4,52,1,1
"A005676","5223","1","20220105","P",5,0,6000,3420,387,2967,57,5,5
"A005677","5223","1","20210420","P",2,0,1600,912,103.2,791.2,57,1,1
"A005679","0106","3","20200229","P",1,0,700,350,52.5,402.5,50,1,1
"A005680","5088","4","20150505","P",3,0,900,441,0,459,49,1,1
"A005683","5213","8","20161225","P",3,0,3600,1980,243,1863,55,1,1
"A005684","5054","2","20140709","P",1,0,1300,715,87.75,672.75,55,1,1
"A005685","5031","8","20220611","P",2,0,2800,1540,189,1449,55,2,2
"A005686","5790","9","20151104","P",1,0,1200,576,93.6,717.6,48,1,1
"A005687","0007","3","20151216","P",1,0,900,450,67.5,517.5,50,1,1
"A005692","0131","10","20150112","P",3,0,1250,562.5,103.13,790.63,45,3,3
"A005693","0131","10","20220220","P",2,0,700,315,57.76,442.76,45,2,2
"A005694","0011","3","20200920","P",1,0,2200,990,181.5,1391.5,45,1,1
"A005695","0002","3","20150118","P",10,0,1200,612,0,588,51,2,2
"A005696","5440","9","20171124","P",2,0,600,300,45,345,50,2,2
"A005697","5185","2","20170811","P",20,0,2200,1210,148.5,1138.5,55,1,1
"A005698","5038","2","20200930","P",1,0,700,385,47.25,362.25,55,1,1
"A005699","5038","2","20150201","P",1,0,600,330,40.5,310.5,55,1,1
"A005700","5230","8","20161207","P",5,0,2500,1375,168.75,1293.75,55,1,1
"A005701","5363","8","20150708","P",1,0,900,450,67.5,517.5,50,1,1
"A005702","5641","1","20190814","P",1,0,520,270.4,37.44,287.04,52,1,1
"A005703","5128","2","20151020","P",4,0,12800,7296,825.6,6329.6,57,1,1
"A005704","5777","7","20180517","P",4,0,520,249.6,40.56,310.96,48,1,1
"A005705","5046","7","20140303","P",4,0,4600,2530,310.5,2380.5,55,4,4
"A005706","5080","2","20160417","P",1,0,110,60.5,7.43,56.93,55,1,1
"A005707","5032","8","20190218","P",5,0,2500,1300,180,1380,52,1,1
"A005708","5017","9","20201208","P",1,0,300,135,24.75,189.75,45,1,1
"A005709","5103","8","20161029","P",2,0,1400,770,94.5,724.5,55,2,2
"A005710","5093","7","20211202","P",3,0,1500,825,101.25,776.25,55,1,1
"A005711","5053","2","20200908","P",1,0,2000,1100,135,1035,55,1,1
"A005712","5053","2","20150626","P",3,0,4100,2255,276.75,2121.75,55,2,2
"A005713","5253","1","20140817","P",3,0,3150,1575,236.25,1811.25,50,3,3
"A005714","5603","4","20200319","P",3,0,1700,935,114.75,879.75,55,2,2
"A005715","5031","8","20160305","P",1,0,600,330,40.5,310.5,55,1,1
"A005716","5082","2","20200719","P",1,0,700,343,0,357,49,1,1
"A005717","5124","1","20141106","P",4,0,2400,1224,0,1176,51,2,2
"A005718","5255","2","20220207","P",1,0,600,294,0,306,49,1,1
"A005719","5128","2","20161008","P",4,0,12000,6840,774,5934,57,1,1
"A005720","5150","1","20161216","P",14,0,8320,4576,561.6,4305.6,55,9,9
"A005721","5134","1","20150207","P",2,0,3500,1820,252,1932,52,2,2
"A005722","5223","1","20200418","P",3,0,2450,1396.5,158.03,1211.53,57,3,3
"A005723","5223","1","20200324","P",5,0,4900,2793,316.05,2423.05,57,5,5
"A005725","5860","9","20181127","P",1,0,400,200,30,230,50,1,1
"A005726","5492","0","20190730","P",3,0,3000,1200,270,2070,40,3,3
"A005727","5370","5","20180224","P",9,0,7200,3960,486,3726,55,1,1
"A005728","5096","7","20220217","P",1,0,800,440,54,414,55,1,1
"A005729","5187","7","20200312","P",3,0,1060,530,79.5,609.5,50,2,2
"A005730","5210","8","20181219","P",3,0,1360,666.4,0,693.6,49,3,3
"A005731","5001","7","20200106","P",7,0,9260,4722.6,0,4537.4,51,5,5
"A005739","5063","8","20220210","P",2,0,640,294.4,0,345.6,46,1,1
"A005740","5710","5","20180506","P",8,0,18400,8648,0,9752,47,1,1
"A005741","0117","10","20180402","P",1,0,550,302.5,37.13,284.63,55,1,1
"A005743","5509","1","20140201","P",2,0,1600,912,103.2,791.2,57,2,2
"A005755","0106","3","20201124","P",1,0,1200,540,99,759,45,1,1
"A005756","0018","3","20220610","P",3,0,4500,2475,303.75,2328.75,55,3,3
"A005760","5214","4","20141015","P",2,0,2120,1038.8,0,1081.2,49,2,2
"A005763","0131","10","20140530","P",2,0,1300,585,107.25,822.25,45,1,1
"A005764","5325","1","20140620","P",10,0,2540,1270,190.5,1460.5,50,5,5
"A005765","5262","1","20220314","P",6,0,1700,935,114.75,879.75,55,2,2
"A005766","5237","1","20160618","P",5,0,1420,781,95.85,734.85,55,4,4
"A005767","5038","2","20180803","P",1,0,500,275,33.75,258.75,55,1,1
"A005768","5119","7","20190630","P",1,0,2300,1127,0,1173,49,1,1
"A005770","0131","10","20190703","P",5,0,6500,2925,536.25,4111.25,45,5,5
"A005771","5638","1","20150507","P",9,0,2250,1282.5,145.13,1112.63,57,2,2
"A005774","5044","2","20151223","P",3,0,6000,3300,405,3105,55,1,1
"A005775","5036","2","20180607","P",6,0,6200,3410,418.5,3208.5,55,3,3
"A005776","5621","1","20211016","P",2,0,800,464,50.4,386.4,58,2,2
"A005777","0008","3","20201001","P",3,0,420,231,28.35,217.35,55,1,1
"A005778","5061","8","20191226","P",5,0,860,421.4,0,438.6,49,3,3
"A005780","0092","3","20171118","P",1,0,500,250,37.5,287.5,50,1,1
"A005781","0018","3","20151014","P",1,0,600,330,40.5,310.5,55,1,1
"A005782","0034","3","20220424","P",1,0,500,225,41.25,316.25,45,1,1
"A005783","5449","9","20221223","P",6,0,10100,5050,757.5,5807.5,50,6,6
"A005784","0114","3","20140814","P",2,0,4000,2280,258,1978,57,1,1
"A005785","0018","3","20211029","P",1,0,2000,1100,135,1035,55,1,1
"A005786","0007","3","20221002","P",2,0,1600,800,120,920,50,2,2
"A005787","0106","3","20180320","P",1,0,85,38.25,7.01,53.76,45,1,1
"A005788","5751","9","20150120","P",1,0,1000,500,75,575,50,1,1
"A005789","0082","3","20200326","P",6,0,1480,740,111,851,50,3,3
"A005790","0114","3","20180203","P",5,0,1750,997.5,112.88,865.38,57,1,1
"A005791","5210","8","20210330","P",1,0,2600,1430,175.5,1345.5,55,1,1
"A005792","5747","5","20150519","P",2,0,700,315,57.76,442.76,45,2,2
"A005793","5760","8","20210203","P",1,0,200,110,13.5,103.5,55,1,1
"A005794","5091","1","20220716","P",1,0,300,150,22.5,172.5,50,1,1
"A005795","5092","7","20210301","P",15,0,8200,4510,553.5,4243.5,55,5,5
"A005796","5183","2","20150716","P",3,0,3600,1980,243,1863,55,3,3
"A005797","5143","1","20190122","P",8,0,4650,2325,348.75,2673.75,50,7,7
"A005798","5333","4","20211125","P",1,0,160,83.2,11.52,88.32,52,1,1
"A005799","5075","8","20141018","P",4,0,6200,3410,418.5,3208.5,55,4,4
"A005800","5603","4","20190315","P",5,0,4200,2310,283.5,2173.5,55,2,2
"A005801","5031","8","20180115","P",3,0,2800,1540,189,1449,55,3,3
"A005802","5053","2","20171224","P",5,0,1300,715,87.75,672.75,55,2,2
"A005803","5241","7","20181203","P",2,0,730,350.4,56.94,436.54,48,2,2
"A005804","5081","2","20210601","P",5,0,16000,9120,1032,7912,57,1,1
"A005805","5827","2","20210710","P",2,0,600,294,0,306,49,1,1
"A005806","5082","2","20200813","P",1,0,1200,588,0,612,49,1,1
"A005807","5159","7","20180316","P",25,0,3000,1470,0,1530,49,2,2
"A005808","5161","7","20180310","P",6,0,6000,2940,0,3060,49,2,2
"A005809","5074","8","20180326","P",1,0,200,98,0,102,49,1,1
"A005815","5180","8","20140720","P",3,0,2800,1288,0,1512,46,3,3
"A005816","5421","4","20180219","P",2,0,1250,625,93.75,718.75,50,2,2
"A005817","5014","7","20160825","P",15,0,30100,15652,2167.2,16615.2,52,12,12
"A005818","5896","6","20160920","P",19,0,4045,1941.6,315.51,2418.91,48,5,5
"A005819","5542","5","20190701","P",3,0,2550,1275,191.25,1466.25,50,2,2
"A005820","5542","5","20210920","P",4,0,4400,2200,330,2530,50,1,1
"A005821","5339","4","20211222","P",6,0,600,300,45,345,50,1,1
"A005822","5226","7","20210428","P",2,0,2500,1225,0,1275,49,2,2
"A005823","5001","7","20180423","P",3,0,4600,2346,0,2254,51,3,3
"A005828","5018","7","20140710","P",3,0,1500,735,0,765,49,2,2
"A005830","0083","3","20150417","P",1,0,2600,1170,214.5,1644.5,45,1,1
"A005835","5777","7","20160907","P",1,0,1200,576,93.6,717.6,48,1,1
"A005837","5822","5","20160119","P",1,0,120,57.6,9.36,71.76,48,1,1
"A005838","5039","7","20220226","P",11,0,500,250,37.5,287.5,50,2,2
"A005840","5057","2","20210722","P",2,0,5400,2970,364.5,2794.5,55,2,2
"A005841","5058","2","20141107","P",7,0,4300,2365,290.25,2225.25,55,5,5
"A005852","0136","10","20140803","P",1,0,200,90,16.5,126.5,45,1,1
"A005853","0106","3","20161204","P",3,0,540,243,44.56,341.56,45,3,3
"A005854","0093","3","20140423","P",3,0,2100,924,0,1176,44,2,2
"A005855","5638","1","20201122","P",1,0,700,399,45.15,346.15,57,1,1
"A005856","5291","4","20170313","P",1,0,130,74.1,8.39,64.29,57,1,1
"A005857","5134","1","20150911","P",2,0,4000,2080,288,2208,52,2,2
"A005858","5223","1","20141124","P",2,0,1400,798,90.3,692.3,57,2,2
"A005859","5223","1","20190501","P",2,0,800,456,51.6,395.6,57,2,2
"A005860","5683","1","20140810","P",2,0,4400,2288,316.8,2428.8,52,1,1
"A005861","5133","1","20190211","P",2,0,1000,520,72,552,52,1,1
"A005862","5130","1","20180708","P",10,0,17400,9570,1174.5,9004.5,55,6,6
"A005863","5285","4","20141005","P",1,0,700,399,45.15,346.15,57,1,1
"A005864","5088","4","20160814","P",1,0,1600,784,0,816,49,1,1
"A005865","5321","6","20200830","P",1,0,1400,770,94.5,724.5,55,1,1
"A005866","5392","2","20170527","P",3,0,980,539,66.15,507.15,55,2,2
"A005867","5103","8","20180806","P",3,0,2200,1210,148.5,1138.5,55,2,2
"A005868","5113","8","20150609","P",5,0,1500,825,101.25,776.25,55,1,1
"A005869","5214","4","20160306","P",3,0,780,429,52.65,403.65,55,2,2
"A005870","5028","4","20201114","P",1,0,320,176,21.6,165.6,55,1,1
"A005877","5440","9","20150601","P",1,0,1000,500,75,575,50,1,1
"A005878","0034","3","20160107","P",2,0,460,207,37.95,290.95,45,2,2
"A005879","0007","3","20150220","P",1,0,600,300,45,345,50,1,1
"A005880","0018","3","20160116","P",1,0,2300,1265,155.25,1190.25,55,1,1
"A005881","0018","3","20150420","P",2,0,4300,2365,290.25,2225.25,55,2,2
"A005882","5180","8","20140826","P",1,0,800,440,54,414,55,1,1
"A005883","0032","4","20221229","P",1,0,500,225,41.25,316.25,45,1,1
"A005884","0121","3","20200512","P",1,0,140,63,11.55,88.55,45,1,1
"A005887","5333","4","20160608","P",7,0,1870,972.4,134.64,1032.24,52,3,3
"A005888","5075","8","20220415","P",2,0,800,440,54,414,55,1,1
"A005889","5178","1","20221013","P",3,0,640,320,48,368,50,2,2
"A005890","5169","1","20150414","P",4,0,1710,889.2,123.12,943.92,52,3,3
"A005891","5325","1","20140827","P",8,0,965,482.5,72.38,554.88,50,3,3
"A005892","5237","1","20210128","P",1,0,200,110,13.5,103.5,55,1,1
"A005893","5575","6","20221207","P",1,0,250,125,18.75,143.75,50,1,1
"A005894","5223","1","20220806","P",4,0,5800,3306,374.1,2868.1,57,3,3
"A005895","5064","8","20191018","P",2,0,1250,612.5,0,637.5,49,2,2
"A005896","5074","8","20151111","P",1,0,200,98,0,102,49,1,1
"A005897","5080","2","20220916","P",7,0,2350,1151.5,0,1198.5,49,3,3
"A005898","5827","2","20210113","P",1,0,350,171.5,0,178.5,49,1,1
"A005899","5150","SIN_VEND","20160410","P",16,0,16690,9179.5,1126.58,8637.08,55,14,14
"A005902","5063","8","20170515","P",1,0,320,176,21.6,165.6,55,1,1
"A005903","5409","8","20220712","P",3,0,3510,1930.5,236.93,1816.43,55,3,3
"A005906","0105","3","20180908","P",1,0,550,247.5,45.38,347.88,45,1,1
"A005907","0083","3","20160706","P",2,0,600,270,49.5,379.5,45,2,2
"A005909","0114","3","20141214","P",4,0,1200,684,77.4,593.4,57,2,2
"A005910","0131","10","20140703","P",1,0,500,225,41.25,316.25,45,1,1
"A005911","5223","1","20210218","P",2,0,1300,741,83.85,642.85,57,2,2
"A005912","5171","2","20201128","P",2,0,3550,2023.5,228.98,1755.48,57,2,2
"A005915","0018","3","20160105","P",3,0,2800,1540,189,1449,55,3,3
"A005917","5057","8","20190624","P",2,0,460,253,31.05,238.05,55,2,2
